time	accelerometer_x	accelerometer_y	accelerometer_z	gyroscope_x	gyroscope_y	gyroscope_z	
1	-315	-836	1714	128	-30	15
6	-293	-807	1698	12	42	50
11	-313	-823	1721	12	42	50
16	-329	-836	1691	12	42	50
21	-330	-851	1669	12	42	50
26	-330	-849	1661	12	42	50
31	-315	-840	1630	12	42	50
36	-318	-818	1656	1	55	-20
41	-318	-821	1658	1	55	-20
46	-312	-822	1659	1	55	-20
51	-321	-814	1707	1	55	-20
56	-313	-807	1715	1	55	-20
61	-321	-806	1706	1	55	-20
66	-320	-818	1682	-86	35	-20
71	-327	-826	1697	-86	35	-20
76	-325	-823	1700	-86	35	-20
81	-308	-800	1704	-86	35	-20
86	-306	-784	1690	-86	35	-20
91	-298	-793	1701	-86	35	-20
96	-316	-812	1731	21	99	12
101	-328	-831	1732	21	99	12
106	-332	-842	1712	21	99	12
111	-339	-847	1743	21	99	12
116	-335	-825	1763	21	99	12
121	-345	-820	1740	21	99	12
126	-335	-834	1728	-45	-54	-26
131	-334	-830	1695	-45	-54	-26
136	-341	-828	1708	-45	-54	-26
141	-325	-810	1706	-45	-54	-26
146	-331	-801	1700	-45	-54	-26
151	-331	-810	1676	-45	-54	-26
156	-329	-837	1710	-45	-54	-26
161	-315	-817	1726	-31	6	-70
166	-315	-827	1740	-31	6	-70
171	-327	-828	1728	-31	6	-70
176	-336	-830	1716	-31	6	-70
181	-340	-834	1700	-31	6	-70
186	-340	-834	1675	-31	6	-70
191	-340	-819	1699	-45	3	-14
196	-325	-814	1703	-45	3	-14
201	-322	-809	1714	-45	3	-14
206	-322	-808	1715	-45	3	-14
211	-318	-814	1725	-45	3	-14
216	-327	-816	1745	-45	3	-14
221	-349	-823	1751	-77	25	-2
226	-344	-822	1741	-77	25	-2
231	-339	-832	1737	-77	25	-2
236	-330	-818	1698	-77	25	-2
241	-337	-819	1679	-77	25	-2
246	-334	-833	1656	-77	25	-2
251	-348	-842	1654	-15	-22	0
256	-332	-836	1692	-15	-22	0
261	-322	-810	1738	-15	-22	0
266	-324	-802	1752	-15	-22	0
271	-329	-801	1733	-15	-22	0
276	-336	-821	1705	-15	-22	0
281	-354	-843	1686	-77	48	-79
286	-333	-843	1694	-77	48	-79
291	-326	-816	1693	-77	48	-79
296	-317	-807	1703	-77	48	-79
301	-315	-811	1713	-77	48	-79
306	-323	-832	1676	-77	48	-79
311	-335	-845	1650	-77	48	-79
316	-340	-867	1644	-35	-7	-92
321	-339	-857	1661	-35	-7	-92
326	-313	-846	1673	-35	-7	-92
331	-316	-819	1717	-35	-7	-92
336	-310	-831	1713	-35	-7	-92
341	-323	-829	1699	-35	-7	-92
346	-328	-850	1693	-118	59	-11
351	-340	-855	1696	-118	59	-11
356	-356	-862	1685	-118	59	-11
361	-342	-851	1704	-118	59	-11
366	-342	-848	1692	-118	59	-11
371	-351	-855	1673	-118	59	-11
376	-365	-871	1681	-160	155	-227
381	-353	-855	1672	-160	155	-227
386	-339	-849	1677	-160	155	-227
391	-323	-804	1692	-160	155	-227
396	-304	-758	1705	-160	155	-227
401	-306	-741	1707	-160	155	-227
406	-323	-772	1672	-90	202	-109
411	-334	-801	1674	-90	202	-109
416	-371	-839	1693	-90	202	-109
421	-378	-889	1732	-90	202	-109
426	-373	-885	1761	-90	202	-109
431	-361	-902	1752	-90	202	-109
436	-352	-901	1710	-148	85	-36
441	-355	-884	1683	-148	85	-36
446	-343	-882	1642	-148	85	-36
451	-354	-894	1637	-148	85	-36
456	-349	-910	1623	-148	85	-36
461	-366	-933	1640	-148	85	-36
466	-374	-985	1652	-148	85	-36
471	-371	-981	1693	-19	102	-8
476	-362	-967	1703	-19	102	-8
481	-342	-928	1690	-19	102	-8
486	-322	-897	1684	-19	102	-8
491	-342	-886	1690	-19	102	-8
496	-343	-881	1657	-19	102	-8
501	-362	-895	1657	-63	8	-30
506	-370	-905	1626	-63	8	-30
511	-380	-932	1595	-63	8	-30
516	-381	-926	1581	-63	8	-30
521	-374	-918	1605	-63	8	-30
526	-378	-923	1650	-63	8	-30
531	-362	-930	1706	-14	-31	191
536	-391	-941	1678	-14	-31	191
541	-392	-960	1642	-14	-31	191
546	-407	-953	1600	-14	-31	191
551	-400	-934	1612	-14	-31	191
556	-391	-907	1598	-14	-31	191
561	-358	-863	1613	142	-78	192
566	-349	-846	1652	142	-78	192
571	-348	-849	1687	142	-78	192
576	-365	-884	1679	142	-78	192
581	-355	-919	1634	142	-78	192
586	-355	-947	1561	142	-78	192
591	-360	-984	1459	-241	-58	-8
596	-336	-943	1453	-241	-58	-8
601	-316	-869	1548	-241	-58	-8
606	-311	-787	1664	-241	-58	-8
611	-302	-749	1713	-241	-58	-8
616	-327	-782	1736	-241	-58	-8
621	-361	-833	1723	-241	-58	-8
626	-381	-893	1709	14	-25	72
631	-397	-915	1718	14	-25	72
636	-388	-903	1761	14	-25	72
641	-391	-885	1743	14	-25	72
646	-375	-876	1734	14	-25	72
651	-379	-851	1748	14	-25	72
656	-373	-821	1759	-9	-47	-263
661	-363	-814	1743	-9	-47	-263
666	-376	-791	1735	-9	-47	-263
671	-228	-472	1781	-9	-47	-263
676	-326	-701	1670	-9	-47	-263
681	-309	-858	1524	-9	-47	-263
686	-394	-959	1584	4	-8	58
691	-418	-973	1613	4	-8	58
696	-385	-974	1666	4	-8	58
701	-380	-969	1674	4	-8	58
706	-395	-954	1633	4	-8	58
711	-359	-949	1691	4	-8	58
716	-345	-917	1683	-202	9	110
721	-342	-931	1683	-202	9	110
726	-371	-998	1562	-202	9	110
731	-380	-960	1664	-202	9	110
736	-379	-955	1733	-202	9	110
741	-382	-932	1786	-202	9	110
746	-392	-910	1781	116	-4	21
751	-386	-891	1777	116	-4	21
756	-374	-850	1783	116	-4	21
761	-278	-92	1750	116	-4	21
766	-296	-657	1820	116	-4	21
771	-336	-768	1654	116	-4	21
776	-423	-872	1582	116	-4	21
781	-459	-871	1604	-83	-97	617
786	-469	-840	1672	-83	-97	617
791	-403	-848	1624	-83	-97	617
796	-405	-861	1554	-83	-97	617
801	106	-1527	1602	-83	-97	617
806	-599	-866	1517	-83	-97	617
811	-545	-1048	1633	-47	-114	90
816	-174	-831	1569	-47	-114	90
821	-213	-377	1688	-47	-114	90
826	-315	-688	1657	-47	-114	90
831	-227	-511	1711	-47	-114	90
836	-271	-632	1762	-47	-114	90
841	-315	-643	1707	-128	-462	440
846	-437	-796	1589	-128	-462	440
851	-446	-886	1633	-128	-462	440
856	-450	-851	1625	-128	-462	440
861	-379	-811	1639	-128	-462	440
866	-315	-711	1608	-128	-462	440
871	-335	-767	1540	-879	-413	140
876	-339	-890	1562	-879	-413	140
881	-296	-800	1665	-879	-413	140
886	-308	-845	1647	-879	-413	140
891	-278	-904	1493	-879	-413	140
896	-303	-923	1832	-879	-413	140
901	-276	-949	1840	-304	-30	-624
906	-342	-932	2182	-304	-30	-624
911	-1579	-208	2233	-304	-30	-624
916	104	-525	2526	-304	-30	-624
921	-418	-1151	1160	-304	-30	-624
926	342	173	982	-304	-30	-624
931	-914	-1503	1517	-304	-30	-624
936	-133	-972	1650	-63	-152	186
941	-383	-980	1683	-63	-152	186
946	1458	-1982	1518	-63	-152	186
951	-806	-1033	1655	-63	-152	186
956	-530	-1162	1672	-63	-152	186
961	-216	-1120	1639	-63	-152	186
966	-187	-1050	1481	-51	-473	122
971	-279	-970	1404	-51	-473	122
976	-296	-985	1441	-51	-473	122
981	-313	-980	1426	-51	-473	122
986	-226	-928	1543	-51	-473	122
991	136	-780	1673	-51	-473	122
996	-9	-793	1480	56	-870	-38
1001	53	-1041	1422	56	-870	-38
1006	68	-795	1661	56	-870	-38
1011	-249	-910	1349	56	-870	-38
1016	-217	-888	1325	56	-870	-38
1021	-24	-782	1279	56	-870	-38
1026	259	-708	1202	385	-1452	216
1031	-157	-780	1483	385	-1452	216
1036	-259	-837	1362	385	-1452	216
1041	7	-762	1326	385	-1452	216
1046	-114	-889	1481	385	-1452	216
1051	-226	-1034	1567	385	-1452	216
1056	-294	-1138	1668	330	-592	557
1061	-310	-1144	1715	330	-592	557
1066	-280	-1085	1714	330	-592	557
1071	-116	-934	1758	330	-592	557
1076	-204	-1038	1834	330	-592	557
1081	-451	-1067	1784	330	-592	557
1086	-162	-1154	1933	330	-592	557
1091	-260	-1052	1693	-525	-1565	1149
1096	-470	-1102	1618	-525	-1565	1149
1101	-544	-585	1392	-525	-1565	1149
1106	-260	-1024	701	-525	-1565	1149
1111	137	-558	775	-525	-1565	1149
1116	271	-588	1394	-525	-1565	1149
1121	295	-721	1922	-992	-1429	207
1126	206	-1018	1926	-992	-1429	207
1131	135	-1188	1831	-992	-1429	207
1136	67	-1150	1753	-992	-1429	207
1141	172	-1195	1873	-992	-1429	207
1146	-172	-1341	1691	-992	-1429	207
1151	-340	-1559	1747	-1942	-1077	14
1156	-267	-1385	1295	-1942	-1077	14
1161	138	-726	1023	-1942	-1077	14
1166	844	-710	588	-1942	-1077	14
1171	1066	-757	1126	-1942	-1077	14
1176	706	-651	1664	-1942	-1077	14
1181	513	-1410	1638	516	-713	1686
1186	446	-1115	2156	516	-713	1686
1191	692	-1118	2735	516	-713	1686
1196	434	-1641	3031	516	-713	1686
1201	37	-2776	2023	516	-713	1686
1206	241	-1972	1488	516	-713	1686
1211	266	-2084	1990	-2224	-913	1399
1216	187	-1349	1500	-2224	-913	1399
1221	179	-1183	1497	-2224	-913	1399
1226	200	-1127	1395	-2224	-913	1399
1231	118	-1538	1634	-2224	-913	1399
1236	336	-1902	1773	-2224	-913	1399
1241	491	-1784	1679	-2224	-913	1399
1246	399	-2451	2899	-2271	-1316	1688
1251	498	-1667	1327	-2271	-1316	1688
1256	942	-1581	1178	-2271	-1316	1688
1261	689	-1453	975	-2271	-1316	1688
1266	559	-1432	676	-2271	-1316	1688
1271	462	-1377	500	-2271	-1316	1688
1276	448	-1555	355	-339	-2208	277
1281	564	-1451	413	-339	-2208	277
1286	490	-1618	409	-339	-2208	277
1291	470	-1544	224	-339	-2208	277
1296	849	-1530	142	-339	-2208	277
1301	1156	-2057	494	-339	-2208	277
1306	1211	-2241	449	-318	-2026	17
1311	1175	-2121	350	-318	-2026	17
1316	1450	-1804	321	-318	-2026	17
1321	1288	-1627	100	-318	-2026	17
1326	852	-1297	-109	-318	-2026	17
1331	654	-1053	-98	-318	-2026	17
1336	433	-855	-318	-1139	-2566	-985
1341	-451	-380	-358	-1139	-2566	-985
1346	-1693	295	167	-1139	-2566	-985
1351	-743	484	219	-1139	-2566	-985
1356	406	-1103	340	-1139	-2566	-985
1361	673	-1134	-361	-1139	-2566	-985
1366	633	-1648	-371	-1624	-2987	-1585
1371	889	-1866	-375	-1624	-2987	-1585
1376	1049	-1539	-52	-1624	-2987	-1585
1381	1127	-1068	101	-1624	-2987	-1585
1386	1219	-701	162	-1624	-2987	-1585
1391	1101	-468	138	-1624	-2987	-1585
1396	1264	-428	-87	-1624	-2987	-1585
1401	917	-385	216	-509	-2698	-3514
1406	888	-649	366	-509	-2698	-3514
1411	899	-763	332	-509	-2698	-3514
1416	1059	-602	306	-509	-2698	-3514
1421	1304	-696	210	-509	-2698	-3514
1426	1618	-1197	346	-509	-2698	-3514
1431	2119	-2007	645	-277	-1315	-1171
1436	2501	-2754	758	-277	-1315	-1171
1441	1831	-2975	1120	-277	-1315	-1171
1446	999	-2620	1169	-277	-1315	-1171
1451	1347	-1883	693	-277	-1315	-1171
1456	1716	-1563	294	-277	-1315	-1171
1461	1840	-2029	70	1796	-873	1790
1466	2261	-3100	156	1796	-873	1790
1471	2426	-4515	625	1796	-873	1790
1476	2179	-5614	1303	1796	-873	1790
1481	2072	-6039	1613	1796	-873	1790
1486	2116	-5917	1543	1796	-873	1790
1491	2110	-5779	1374	691	852	6597
1496	2058	-5818	1114	691	852	6597
1501	2181	-6184	917	691	852	6597
1506	2363	-6539	1155	691	852	6597
1511	2458	-6647	1452	691	852	6597
1516	2620	-6497	1727	691	852	6597
1521	2765	-6447	1776	1282	2111	14057
1526	2954	-6704	1535	1282	2111	14057
1531	2830	-7361	1153	1282	2111	14057
1536	3146	-8053	951	1282	2111	14057
1541	3879	-8656	669	1282	2111	14057
1546	4518	-8347	839	1282	2111	14057
1551	5282	-6956	1140	1282	2111	14057
1556	5630	-4408	416	-1779	1350	16470
1561	5499	-2253	-296	-1779	1350	16470
1566	5247	-1339	-629	-1779	1350	16470
1571	4398	-546	-773	-1779	1350	16470
1576	3211	13	-191	-1779	1350	16470
1581	3267	-38	-162	-1779	1350	16470
1586	3301	-126	-105	-2241	-503	16558
1591	3278	-260	-95	-2241	-503	16558
1596	3301	-112	-132	-2241	-503	16558
1601	3318	-76	-100	-2241	-503	16558
1606	3326	-73	-105	-2241	-503	16558
1611	3342	-60	-134	-2241	-503	16558
1616	3332	-84	-121	-1745	-2436	16196
1621	3305	-90	-125	-1745	-2436	16196
1626	3311	-84	-105	-1745	-2436	16196
1631	3266	-66	-106	-1745	-2436	16196
